timestamp,drone_id,x,y,z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,battery,temperature,signal_strength
2024-01-01 10:00:00,0,50.24835707650561,-0.06913215058559233,50.32384426905035,0.5106578725316666,0.4520471299322576,-0.34091941405827697,0.0,0.0,0.0,0.0,-26.5597808756978,41.51605803535091,99.71609607890795,24.983723619140754,-76.5168826323161
2024-01-01 10:00:00,1,40.65322347140512,28.97531618094075,49.91408747766164,-0.7277956314966687,1.0346578017346282,0.4610576928095682,0.0,0.0,0.0,0.0,20.025531753154947,125.12319567238012,100.0,25.169978720347,-77.67187433851747
2024-01-01 10:00:00,2,15.500502696620782,48.075907971997445,50.773949523418565,-0.586878977973182,0.06694462646205324,-0.15712945020607094,0.0,0.0,0.0,0.0,-14.896411000032167,173.4924621816309,100.0,25.176379977476174,-72.9086873250141
2024-01-01 10:00:00,3,-14.851520959993433,48.31275395345024,49.73733866942796,-1.867443848294947,-1.2704316592195255,0.7708507424998743,0.0,0.0,0.0,0.0,18.84443990704479,-145.77234417663135,100.0,25.31070324002811,-77.77492063337087
2024-01-01 10:00:00,4,-40.51477060813087,28.626971659080674,49.89378658101491,-0.5345106872873018,1.0244408531195575,0.4870391805469225,0.0,0.0,0.0,0.0,22.855248011223132,117.55368234049371,100.0,24.866567600928253,-77.98235421318002
2024-01-01 10:00:00,5,-51.14917995608876,-0.12352268103774201,48.96304333708162,1.5448655965954927,-0.2047835246308498,0.7205959471726899,0.0,0.0,0.0,0.0,24.815862540169096,-7.550963536292144,99.61478495044558,24.876519013766536,-76.45909310216388
2024-01-01 10:00:00,6,-40.78643149864587,-29.045383901789982,49.45309071706581,-0.02838121186371012,-0.7208614044671755,0.3523926027753319,0.0,0.0,0.0,0.0,26.034161725875062,-92.25464175550134,100.0,24.428846352355958,-76.48890922616816
2024-01-01 10:00:00,7,-15.247456201314337,-47.384494140244634,49.50614917141131,0.5348984488365378,0.349808567007706,1.2364648419641,0.0,0.0,0.0,0.0,62.665645683095164,33.18355931742047,100.0,24.921151002207402,-80.4471038936911
2024-01-01 10:00:00,8,16.346668594927266,-47.329891503652135,50.02452725250226,0.0768847312692067,0.5326298368324274,-0.23291030000246593,0.0,0.0,0.0,0.0,-23.402855724078364,81.78613213675567,100.0,24.976569470322808,-74.49469062404506
2024-01-01 10:00:00,9,40.777784258453636,-28.652515929981178,50.08162015541703,0.06968034660751243,-0.19744387988415824,-0.6997943868733714,0.0,0.0,0.0,0.0,-73.34280112411642,-70.56144342682492,100.0,25.682065644896383,-77.23500758938752
2024-01-01 10:00:01,0,50.75901494903728,0.38291497934666524,49.98292485499207,0.5106578725316666,0.4520471299322576,-0.34091941405827697,0.0,0.0,0.0,0.0,-26.5597808756978,41.51605803535091,100.0,24.629768175904044,-78.73808397216277
2024-01-01 10:00:01,1,39.92542783990845,30.00997398267538,50.37514517047121,-0.7277956314966687,1.0346578017346282,0.4610576928095682,0.0,0.0,0.0,0.0,20.025531753154947,125.12319567238012,99.68089139046505,24.97066738890481,-75.83490927948121
2024-01-01 10:00:01,2,14.9136237186476,48.1428525984595,50.616820073212494,-0.586878977973182,0.06694462646205324,-0.15712945020607094,0.0,0.0,0.0,0.0,-14.896411000032167,173.4924621816309,99.83459857624909,24.965075980341314,-77.52799983508001
2024-01-01 10:00:01,3,-16.71896480828838,47.042322294230715,50.50818941192784,-1.867443848294947,-1.2704316592195255,0.7708507424998743,0.0,0.0,0.0,0.0,18.84443990704479,-145.77234417663135,99.18361862059821,24.730548837776876,-74.9274617904735
2024-01-01 10:00:01,4,-41.04928129541817,29.65141251220023,50.38082576156183,-0.5345106872873018,1.0244408531195575,0.4870391805469225,0.0,0.0,0.0,0.0,22.855248011223132,117.55368234049371,99.60048642526819,25.41372058281909,-75.87954987156616
2024-01-01 10:00:01,5,-49.604314359493266,-0.3283062056685918,49.68363928425431,1.5448655965954927,-0.2047835246308498,0.7205959471726899,0.0,0.0,0.0,0.0,24.815862540169096,-7.550963536292144,99.53449928640839,24.632760282975813,-77.73757464414932
